Pulled,Venue,Location,PdfFile,Page,PriceEUR,ItemGuess,Slug
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,5.75,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,6.65,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,7.25,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,3.65,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,5.75,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,6.65,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,7.25,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,2.45,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,3.45,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,4.45,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,5.35,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,5.95,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,5.25,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,6.15,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,6.75,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,6.45,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,6.45,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,6.45,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,5.25,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,6.15,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,6.75,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,5.45,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,5.75,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,6.65,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,7.25,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,5.95,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,9.95,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,6.45,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,3.95,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,4.85,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,5.45,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,6.45,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,5.75,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,6.65,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,7.25,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,5.75,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,6.65,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,7.25,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,5.25,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,6.15,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,6.75,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,3.95,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,3.95,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,5.95,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,6.85,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,7.45,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,3.95,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,3.95,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,3.95,,disney-village/starbucks-coffee
2026-09-05,Starbucks Coffee,Disney Village,D01R12_starbucks-coffee.pdf,1,3.25,,disney-village/starbucks-coffee
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,3,25,specially inspired by the worlds of our fairy tales Le Gardien The Guardian,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,3,25,"juices, soy and sriracha sauces, smoked Au Bout du Rêve Almost There",disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,3,25,"vanilla syrup, whipped cream Pétales Envoutés Sent Petals",disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,3,25,"foam, wild blueberry nectar, elderflower L’air du Vent",disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,4,25,Tour Isolée,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,4,25,rhubarb-raspberry flavour L’explorateur The Explorer,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,4,25,flavour syrup Histoire éternelle,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,4,15,Non-Alcoholic Signature Cocktails Cœur Pur Princess in the Forest,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,4,15,crispy strawberry pieces Diamant d’Innocence,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,5,25,OF THE FLEUR DE LYS Cité des Sacres Fleurie,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,5,25,from Reims Jardin d’Eté de sa Majesté,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,5,15,mint leaves Royau-Thé Florale,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,5,15,served with its pink biscuit from Reims Queen Tonic SANS ALCOOL ALCOHOL-FREE,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,6,22,Experience Champagne Bellini,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,6,22,"Grand Réserve brut, peach nectar Champagne Cocktail",disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,6,22,"cognac Courvoisier VSOP, Angostura aromatic bitters, brown sugar French",disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,6,22,"G’Vine-Floraison gin, cane sugar syrup, fresh lemon juice Old Cuban",disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,6,20,Short Drinks Espresso Martini,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,6,20,"Fair coffee liqueur, Lavazza espresso, cane sugar syrup Caïpirinha",disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,6,20,"fresh lime, brown sugar Dry Martini",disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,6,20,green olive Manhattan,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,7,20,Margarita,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,7,20,"El Espolón blanco tequila, Cointreau, lime drink1 Bourbon Old Fashioned",disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,7,20,"Maker’s Mark Bourbon, Angostura aromatic bitters, Perrier®, sugar Cosmopolitan",disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,7,20,"Organic Belvedere vodka, Cointreau, cranberry nectar1, lime drink1 Negroni",disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,7,20,G’Vine Floraison gin Mocha Martini,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,7,20,long Drinks Moscow Mule,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,7,20,"Organic Belvedere vodka, Ginger Beer, lime drink1 Bloody Mary",disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,7,20,"Worcestershire sauce, celery salt Planter’s Punch",disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,7,20,"Angostura aromatic bitters, pineapple1 and orange juices, grenadine syrup Hugo Spritz",disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,7,20,"fresh lime, mint leaves Paloma",disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,28,coupe cl Louis Roederer Collection,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,20,Louis Roederer Collection Taittinger brut Réserve,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,28,Taittinger brut Réserve Moët Chandon Grand Vintage extra brut,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,24,Moët Chandon Grand Vintage extra brut Taittinger Prestige rosé,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,24,Taittinger Prestige rosé Moët Chandon Ice Impérial Rosé demi sec,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,92,Brut Taittinger brut Réserve,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,110,Taittinger brut Réserve Veuve Clicquot Brut Carte Jaune,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,129,Veuve Clicquot Brut Carte Jaune Louis Roederer Collection,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,102,Louis Roederer Collection Moët Chandon Impérial brut,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,129,Moët Chandon Impérial brut Bollinger Spéciale Cuvée brut,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,92,Bollinger Spéciale Cuvée brut Pierre Mignon Blanc de noirs brut,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,129,Pierre Mignon Blanc de noirs brut Moët Chandon Grand Vintage extra brut,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,150,Moët Chandon Grand Vintage extra brut Billecart-Salmon Brut “sous-bois”,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,110,Brut Rosé cl Taittinger Prestige rosé,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,110,Taittinger Prestige rosé Moët Chandon Ice Impérial Rosé demi sec,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,150,Moët Chandon Ice Impérial Rosé demi sec Billecart-Salmon Brut Rosé,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,160,Cuvées Prestige Cuvée Disneyland® Hotel,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,400,for Disneyland Hotel by Maison Pierre Mignon Dom Pérignon Vintage Brut,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,450,Dom Pérignon Vintage Brut Krug Grande Cuvée Brut,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,300,Taittinger Comtes de Champagne Blanc de blancs,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,500,Blanc de blancs Louis Roederer Cristal,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,360,Louis Roederer Cristal Perrier-Jouët Belle Epoque Brut,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,250,Perrier-Jouët Belle Epoque Brut Amour de Deutz Brut,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,340,Amour de Deutz Brut Veuve Clicquot La Grande Dame Brut,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,8,200,Veuve Clicquot La Grande Dame Brut Ruinart Blanc de blancs,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,9,Bières pression Draught Beers Premium,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,14,Bières pression Draught Beers Premium,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,10,Premium Grimbergen d’Abbaye blonde,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,14,Premium Grimbergen d’Abbaye blonde,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,12,Bières bouteille Heineken,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,12,Heineken Desperados,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,12,Desperados Corona Extra,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,13,Corona Extra Briarde Blanche,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,15,Briarde Blanche Guinness Draught cl,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,13,Guinness Draught cl Grimbergen d’Abbaye rouge,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,9,Cidre Cider La Mordue Original Cidre aromatisé,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,18,Vermouth cl La Quintinye Vermouth Royal Rouge Red,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,18,La Quintinye Vermouth Royal Rouge Red La Quintinye Vermouth Royal Blanc White,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,18,La Quintinye Vermouth Royal Blanc White La Quintinye Vermouth Royal Extra dry,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,21,La Quintinye Vermouth Royal Extra dry Carpano Antica Formula,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,18,Bitter Campari Cask Tales,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,16,Campari Cask Tales Aperol,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,16,Anisé cl Ricard Pastis de Marseille,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,21,Ricard Pastis de Marseille Absinthe Pernod,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,16,Gentiane cl Suze,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,16,Porto cl Graham’s Six Grapes Reserve Ruby Port,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,9,18,Xérès cl DO Xérès Jerez Sherry Tio Pepe Palomino Fino,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,10,18,France G’Vine Floraison,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,10,18,G’Vine Floraison Madlord,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,10,20,Angleterre England Bombay Sapphire 1er Cru Murcian Lemon,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,10,18,Ecosse Scotland Tanqueray N°Ten,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,10,18,Tanqueray N°Ten Tobermory Isle of Mull Hebridean Gin,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,10,18,Tobermory Isle of Mull Hebridean Gin Hendrick’s,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,10,21,Japon Japan Ki No Bi Kyoto Dry Gin,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,10,18,Ki No Bi Kyoto Dry Gin Roku Gin,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,10,18,France Grey Goose,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,10,18,Pologne Poland Belvedere Organic bio,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,10,20,Montenegro Beluga Noble,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,10,18,Tequilas El Espolón Blanco,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,10,21,El Espolón Blanco Reposado Calle,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,10,30,Reposado Calle Patrón El Cielo,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,10,18,Mezcal Madre Desde Siempre Espadin,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,10,18,Cachaça “Magnifica” de Faria Tradicional Ipê,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,10,18,Pisco cl Pisco del Perú Puro Quebranta,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,10,18,caraïbes Angostura ans,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,10,21,République Dominicaine Barceló Imperial,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,11,18,Martinique AOC Saint James Rhum Blanc Agricole Bio,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,11,21,Guatemala Ron Zacapa Solera Gran reserva,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,11,30,Ron Zacapa Solera Gran reserva Ron Zacapa Royal Solera Gran reserva especial,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,11,21,Venezuela Santa Teresa,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,11,18,Nicaragua Flor de Caña ans,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,11,30,Flor de Caña ans Flor de Caña ans,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,11,30,France Alfred Giraud Harmonie,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,11,30,Alfred Giraud Harmonie Alfred Giraud Exploratory Range Voyage,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,11,18,Écosse Scotland Auchentoshan ans Lowlands,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,11,18,Auchentoshan ans Lowlands Highland Park ans Viking Honour Orcades,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,11,18,Highland Park ans Viking Honour Orcades Bowmore ans Islay single malt Scotch Whisky,disneyland-hotel/fleur-de-lys-bar
2026-09-05,Fleur de Lys Bar,Disneyland Hotel,H01R00_fleur-de-lys-bar.pdf,11,21,Bowmore ans Islay single malt Scotch Whisky Lagavulin ans Islay single malt Scotch Whisky,disneyland-hotel/fleur-de-lys-bar
